,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
189,18.880437,2.326722,-0.004166,0.223417,-0.085666,0.141908,-1.276938,-4.222446,0.000000
190,18.980334,2.320844,0.019082,0.232927,-0.141845,-0.045914,1.320144,-7.509059,0.000000
191,19.080230,2.315661,0.043015,0.235050,-0.081557,-0.380301,0.409488,-10.040624,0.000000
192,19.180127,2.312726,0.066476,0.226209,-0.062437,-0.827200,-1.136733,-11.369293,0.000000
193,19.280023,2.309654,0.088322,0.204765,-0.112035,-1.331103,-2.198819,-11.605528,0.000000
194,19.379920,2.304231,0.107319,0.171487,-0.208116,-1.842608,-1.374650,-11.596906,0.000000
195,19.479816,2.296974,0.122452,0.128557,-0.268603,-2.351565,-0.446581,-11.076955,0.000000
196,19.579713,2.286641,0.132799,0.078696,-0.289210,-2.837848,0.348001,-10.259538,0.000000
197,19.679609,2.275443,0.138024,0.024863,-0.275411,-3.292154,0.909091,-9.025076,0.000000
198,19.779506,2.264943,0.137767,-0.029833,-0.236161,-3.698364,0.906552,-6.477052,0.000000
199,19.879402,2.255903,0.131915,-0.081722,-0.195307,-3.996497,0.348028,-4.679872,0.000000
200,19.979299,2.247852,0.120771,-0.126770,-0.177725,-4.217263,0.260721,-2.528218,0.000000
201,20.079195,2.240218,0.105321,-0.160947,-0.164119,-4.339731,-0.425649,-1.586026,0.000000
202,20.179092,2.232040,0.087049,-0.181591,-0.183941,-4.419005,-0.866062,-0.684509,0.000000
203,20.278988,2.221869,0.067148,-0.189313,-0.224636,-4.456301,1.176150,-0.029363,0.000000
204,20.378885,2.211499,0.047260,-0.187536,-0.165254,-4.464037,2.881399,-0.718864,0.000000
205,20.478781,2.204323,0.028055,-0.180408,-0.026367,-4.505830,2.283576,-0.059246,0.000000
206,20.578678,2.205885,0.010122,-0.171031,0.079125,-4.518858,2.289172,-0.311483,0.000000
207,20.678574,2.213281,-0.006417,-0.160167,0.178130,-4.543223,1.073933,-0.484002,0.000000
208,20.778471,2.223844,-0.021844,-0.148787,0.214840,-4.575519,-3.686001,-0.316549,0.000000
209,20.878367,2.231188,-0.035857,-0.138004,0.041732,-4.596585,4.163557,-0.389775,0.000000
210,20.978264,2.238086,-0.048868,-0.129170,0.199486,-4.615491,1.274176,-1.280229,0.000000
211,21.078160,2.250017,-0.061124,-0.122692,0.242081,-4.669257,4.245465,-1.296758,0.000000
212,21.178057,2.264990,-0.072630,-0.117358,0.402188,-4.720814,0.643419,-1.592469,0.000000
213,21.277953,2.282988,-0.083455,-0.110960,0.424866,-4.780978,0.379968,-1.451803,0.000000
214,21.377850,2.300983,-0.093211,-0.101963,0.437937,-4.835244,-1.202026,-1.021256,0.000000
215,21.477746,2.316635,-0.102049,-0.090046,0.386741,-4.876946,-2.985419,-1.567530,0.000000
216,21.577643,2.325812,-0.109498,-0.074975,0.263387,-4.941342,-6.259938,0.487215,0.000000
217,21.677539,2.329887,-0.115059,-0.054600,0.014141,-4.924277,-5.198381,-0.606524,0.000000
218,21.777436,2.325418,-0.118686,-0.025462,-0.190671,-4.945780,-7.299970,1.397864,0.000000
219,21.877332,2.311830,-0.119427,0.015328,-0.464433,-4.892218,-0.892087,1.956182,0.000000
220,21.977229,2.293419,-0.115928,0.068472,-0.502285,-4.819139,1.199442,1.270117,0.000000
221,22.077125,2.275264,-0.107347,0.132768,-0.462753,-4.772903,2.736140,7.418110,0.000000
222,22.177022,2.258805,-0.092667,0.203872,-0.364872,-4.494208,-3.314464,1.766101,0.000000
223,22.276918,2.239425,-0.071406,0.272333,-0.504617,-4.422693,-1.935627,3.124946,0.000000
224,22.376815,2.214122,-0.042992,0.324362,-0.598755,-4.287117,-0.509776,3.334069,0.000000
225,22.476711,2.184108,-0.008577,0.348523,-0.635729,-4.130756,3.035161,5.182553,0.000000
226,22.576608,2.155276,0.027086,0.338264,-0.498080,-3.874799,1.907073,8.372528,0.000000
227,22.676504,2.132147,0.059606,0.298692,-0.410104,-3.460568,0.000000,0.000000,0.000000
