s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
46.422251,-4.124389,2.99114,-0.034253,3.026983,0.040782,-0.000419,-0.593299,-0.516432,0.005365,-0.632273,0.632273,0.029554,-0.516183,-0.593022
46.510149,-4.211412,3.002981,-0.037833,2.974834,-0.004611,5.2e-05,-1.664589,0.36415,-0.015392,-0.626301,0.626301,-0.023067,0.364063,-1.66459
46.602673,-4.302279,3.020409,-0.037407,2.820819,0.029082,-0.001372,-1.298104,-0.362298,0.017844,-0.621741,0.621741,0.05559,-0.360517,-1.298051
46.719386,-4.408866,3.067845,-0.040742,2.669313,-0.013203,0.000711,-1.00251,0.362609,-0.015854,-0.603034,0.603034,-0.02909,0.361896,-1.00268
46.838754,-4.508196,3.134025,-0.039208,2.549645,0.030081,-0.001182,-0.980514,-0.402727,0.013562,-0.586431,0.586431,0.043052,-0.401568,-0.980546
46.954728,-4.598611,3.206575,-0.042628,2.435931,-0.016625,0.000391,-1.298428,0.394356,-0.009974,-0.57911,0.57911,-0.03156,0.393848,-1.298402
47.071978,-4.68397,3.286934,-0.040701,2.283691,0.029613,-0.000778,-1.109031,-0.38588,0.009071,-0.581215,0.581215,0.041908,-0.385017,-1.108845
47.197022,-4.760233,3.385963,-0.044345,2.145013,-0.018639,0.000356,-1.412225,0.289607,-0.007069,-0.587766,0.587766,-0.03339,0.289104,-1.412083
47.325518,-4.825565,3.496586,-0.04198,1.963548,0.018574,-0.000553,-1.397987,-0.085679,0.002063,-0.601913,0.601913,0.028028,-0.084906,-1.397793
47.458932,-4.868134,3.623003,-0.044393,1.777037,0.007143,-0.000277,-0.996774,-0.006356,0.000395,-0.614534,0.614534,0.007516,-0.006079,-0.99675
47.566071,-4.879688,3.729515,-0.045123,1.670244,0.006462,-0.000235,-0.752705,0.035214,-0.000236,-0.622446,0.622446,0.004628,0.035391,-0.752681
