%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1774712715371248722,8940,1774712715371248722,map,152,15.223173258921708,4.0245584642661925e-16,0.008997599186436169,0.0,0.0,0.1404206101209677,0.9900919413131566,6.693650898983855,0.062107684437681554,0.0001227087282263621,0.0,0.0,0.0
1774712715391248703,8941,1774712715391248703,map,154,15.357055584756408,-0.0007660355764070696,0.009000379244484153,0.0,0.0,0.1312748299006,0.9913460137785235,6.7471526424688335,0.17976124056446485,0.0001625950915084925,0.0,0.0,0.0
1774712715411246776,8942,1774712715411246776,map,155,15.492042626344437,-0.00014443595030391265,0.00900353342548599,0.0,0.0,0.12239291100056665,0.9924817254422408,6.802063927027795,0.1757126782837255,0.00015664137714768548,0.0,0.0,0.0
1774712715431248426,8943,1774712715431248426,map,156,15.628129585201155,2.5760643618255585e-16,0.009005416388058596,0.0,0.0,0.10540309238064789,0.9944295792647142,6.912733757134888,0.05673497533680627,4.7595035617759516e-05,0.0,0.0,0.0
1774712715451244831,8944,1774712715451244831,map,158,15.766390678811836,-0.00053159395310407,0.009005984790371872,0.0,0.0,0.09728008150006283,0.9952570450608934,6.964727753840426,0.16398382213491436,7.415908338592458e-06,0.0,0.0,0.0
1774712715471249580,8945,1774712715471249580,map,159,15.905721104563147,7.28583859910259e-17,0.009005398947368124,0.0,0.0,0.08175791274662894,0.9966522180295966,7.071584345803067,0.05281054412023978,-0.0001003043275292165,0.0,0.0,0.0
1774712715491257190,8946,1774712715491257190,map,160,16.04715789964665,2.975050761300224e-16,0.009003105427454885,0.0,0.0,0.07435209948516142,0.9972320518826843,7.123072396341693,0.0515305683123658,-0.00014491207472107131,0.0,0.0,0.0
1774712715511250495,8947,1774712715511250495,map,162,16.18962248940992,-0.00014925730550178562,0.009000213025613681,0.0,0.0,0.0671745235402513,0.9977412406967752,7.172573968660211,0.14856886267730862,-0.0001454702407642872,0.0,0.0,0.0
1774712715531241416,8948,1774712715531241416,map,163,16.333104710122388,-1.491862189340054e-16,0.008998253614416531,0.0,0.0,0.0534920551996896,0.998568275097158,7.27311489901297,0.047688952148883246,-4.7863574127849495e-05,0.0,0.0,0.0
1774712715551246881,8949,1774712715551246881,map,165,16.478570673515488,-0.0002722492878042479,0.008998168578440656,0.0,0.0,0.046979745652443027,0.9988958421669557,7.320269636192025,0.13723396347794292,3.363761239926164e-05,0.0,0.0,0.0
