right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
2.382346,-2.421811,0.150094,2.760210,-3.694753,0.150094,2.567573,-3.045799,0.150094
2.338183,-2.433709,0.146453,2.721369,-3.705895,0.146453,2.526456,-3.058778,0.146453
2.291493,-2.445983,0.141914,2.680735,-3.722324,0.141914,2.482681,-3.072896,0.141914
2.246839,-2.457350,0.149025,2.641373,-3.734083,0.149025,2.441183,-3.086259,0.149025
2.202864,-2.469504,0.145313,2.612993,-3.745456,0.145313,2.405019,-3.098429,0.145313
2.152699,-2.488521,0.146988,2.570182,-3.756988,0.146988,2.358646,-3.114263,0.146988
2.106251,-2.500376,0.143472,2.537520,-3.767944,0.143472,2.319796,-3.128019,0.143472
2.062353,-2.520434,0.146301,2.498930,-3.779372,0.146301,2.278277,-3.143085,0.146301
2.018200,-2.540425,0.143158,2.461103,-3.790388,0.143158,2.237111,-3.158238,0.143158
1.978233,-2.555915,0.145385,2.422221,-3.802803,0.145385,2.197971,-3.173024,0.145385
1.941375,-2.571440,0.142132,2.383444,-3.817255,0.142132,2.159899,-3.187272,0.142132
1.920373,-2.585832,0.138701,2.350289,-3.829246,0.138701,2.132005,-3.197921,0.138701
1.897532,-2.596345,0.143619,2.312051,-3.841890,0.143619,2.101429,-3.209013,0.143619
1.869280,-2.607869,0.140676,2.268882,-3.852586,0.140676,2.066214,-3.221296,0.140676
1.852489,-2.610984,0.137179,2.230059,-3.863300,0.137179,2.039265,-3.230478,0.137179
1.832348,-2.620238,0.142909,2.190759,-3.876983,0.142909,2.009092,-3.239979,0.142909
1.804543,-2.625810,0.140064,2.156595,-3.886876,0.140064,1.978596,-3.249275,0.140064
1.781908,-2.631270,0.136631,2.122330,-3.896571,0.136631,1.950470,-3.257792,0.136631
1.755521,-2.636872,0.140326,2.089755,-3.902295,0.140326,1.921708,-3.266061,0.140326
1.722233,-2.647637,0.137284,2.054174,-3.910899,0.137284,1.887323,-3.275918,0.137284
1.678925,-2.658748,0.133478,2.020879,-3.918296,0.133478,1.849364,-3.286540,0.133478
