s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
17.579515,-4.121510,-5.421468,0.128997,-6.245011,0.000036,0.000000,0.017040,-0.000036,-0.000000,-0.652426,0.661715,-0.000001,-0.000036,0.017040
17.779282,-3.921901,-5.413526,0.128991,-6.241937,0.000024,0.000000,0.013736,-0.000090,-0.000000,-0.650480,0.660979,-0.000001,-0.000090,0.013736
17.979049,-3.722315,-5.405025,0.128988,-6.239353,0.000003,-0.000000,0.012140,-0.000114,0.000000,-0.649716,0.659756,0.000000,-0.000114,0.012140
18.178817,-3.522750,-5.396040,0.128990,-6.237087,-0.000019,0.000000,0.010548,-0.000107,-0.000000,-0.651643,0.659204,0.000000,-0.000107,0.010548
18.378584,-3.323204,-5.386639,0.128995,-6.235212,-0.000037,0.000000,0.008223,-0.000075,0.000000,-0.652313,0.656455,0.000000,-0.000075,0.008223
18.578351,-3.123671,-5.376961,0.129004,-6.234548,-0.000045,0.000000,-0.001579,-0.000005,0.000001,-0.655128,0.652861,0.000001,-0.000005,-0.001579
18.778118,-2.924130,-5.367459,0.129012,-6.237554,-0.000035,-0.000000,-0.028519,0.000103,-0.000003,-0.657804,0.646972,-0.000004,0.000103,-0.028519
18.977885,-2.724537,-5.359127,0.129016,-6.246430,-0.000007,-0.000000,-0.060337,0.000175,0.000000,-0.656675,0.637943,-0.000000,0.000175,-0.060337
19.177653,-2.524864,-5.353038,0.129015,-6.259223,0.000024,0.000000,-0.067743,0.000135,0.000005,-0.655687,0.631803,0.000007,0.000135,-0.067743
19.377420,-2.325131,-5.349421,0.129008,-6.270017,0.000041,0.000001,-0.040326,0.000036,0.000000,-0.650252,0.629678,0.000002,0.000036,-0.040326
19.577187,-2.125375,-5.347330,0.129000,-6.274088,0.000038,0.000000,-0.000425,-0.000060,-0.000001,-0.643988,0.632600,-0.000001,-0.000060,-0.000425
19.776954,-1.925618,-5.345323,0.128994,-6.271205,0.000020,0.000000,0.029285,-0.000125,-0.000002,-0.638595,0.637539,-0.000002,-0.000125,0.029285
19.976722,-1.725874,-5.342307,0.128992,-6.264770,-0.000006,-0.000000,0.035141,-0.000133,-0.000002,-0.633621,0.640763,-0.000001,-0.000133,0.035141
20.176489,-1.526154,-5.337953,0.128996,-6.258145,-0.000027,-0.000000,0.031182,-0.000079,-0.000001,-0.629726,0.641834,0.000000,-0.000079,0.031182
20.376256,-1.326466,-5.332341,0.129002,-6.252081,-0.000034,-0.000000,0.029526,0.000013,0.000002,-0.625942,0.642626,0.000003,0.000013,0.029526
20.576023,-1.126814,-5.325579,0.129008,-6.246776,-0.000023,0.000000,0.023587,0.000091,0.000002,-0.624565,0.642020,0.000003,0.000091,0.023587
20.775790,-0.927196,-5.317853,0.129011,-6.242303,-0.000005,0.000000,0.021197,0.000095,-0.000001,-0.624017,0.640806,-0.000001,0.000095,0.021197
20.975558,-0.727626,-5.308992,0.129010,-6.233961,0.000008,0.000000,0.062323,0.000032,-0.000001,-0.623085,0.639628,-0.000001,0.000032,0.062323
21.175325,-0.528196,-5.297452,0.129008,-6.214448,0.000008,0.000000,0.133028,-0.000029,0.000000,-0.629165,0.632697,-0.000001,-0.000029,0.133028
21.375092,-0.329121,-5.280915,0.129007,-6.185319,0.000002,0.000000,0.158604,-0.000037,-0.000000,-0.634356,0.633670,-0.000000,-0.000037,0.158604
21.574859,-0.130598,-5.258699,0.129007,-6.160433,-0.000001,-0.000000,0.090548,0.000013,-0.000001,-0.644363,0.638657,-0.000001,0.000013,0.090548
21.774626,0.067544,-5.233275,0.129007,-6.154890,0.000007,-0.000000,-0.035057,0.000060,-0.000000,-0.655938,0.648963,-0.000000,0.000060,-0.035057
21.974394,0.265845,-5.209136,0.129005,-6.172869,0.000018,-0.000000,-0.144937,0.000049,0.000001,-0.666420,0.662619,0.000004,0.000049,-0.144937
