,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
216,43.140035,8.599460,0.187799,0.152186,-0.141686,9.818665,-6.682004,-0.860583,15.510823
217,43.339757,8.594809,0.211167,0.103932,-0.286752,9.799982,-6.392105,-0.961295,15.510823
218,43.539480,8.586837,0.228896,0.087345,-0.429128,9.778570,-6.075800,-1.068945,15.510823
219,43.739202,8.575411,0.246675,0.096777,-0.568326,9.754080,-5.812555,-1.198461,15.510823
220,43.938925,8.560582,0.268055,0.118845,-0.703831,9.726141,-5.529424,-1.338260,15.510823
221,44.138647,8.542311,0.295167,0.151089,-0.835129,9.694364,-5.169570,-1.473548,15.510823
222,44.338369,8.520319,0.331173,0.197843,-0.961674,9.658293,-4.877728,-1.643708,15.510823
223,44.538092,8.494903,0.377851,0.244721,-1.082942,9.617428,-4.864903,-1.934766,15.510823
224,44.737814,8.467803,0.428922,0.260117,-1.198512,9.571466,-5.158853,-2.395537,15.510823
225,44.937537,8.441089,0.473271,0.229016,-1.308458,9.520412,-5.540030,-2.959293,15.510823
226,45.137259,8.415351,0.504657,0.161762,-1.413239,9.464442,-5.736497,-3.484188,15.510823
227,45.336981,8.389861,0.522175,0.075553,-1.513173,9.403744,-5.580930,-3.837147,15.510823
228,45.536704,8.363257,0.526506,-0.013966,-1.608303,9.338338,-5.153265,-4.022194,15.510823
229,45.736426,8.334341,0.518244,-0.097606,-1.698429,9.267993,-4.645771,-4.148353,15.510823
230,45.936148,8.302565,0.497547,-0.174268,-1.783231,9.192271,-4.090149,-4.225803,15.510823
231,46.135871,8.267340,0.464248,-0.242395,-1.862273,9.110608,-3.473942,-4.222183,15.510823
232,46.335593,8.227607,0.418095,-0.294821,-1.934972,9.022250,-2.820506,-4.135080,15.510823
233,46.535316,8.181867,0.360140,-0.315123,-2.000536,8.926129,-2.219721,-4.068929,15.510823
234,46.735038,8.129323,0.297114,-0.280440,-2.058010,8.820774,-1.767508,-4.229911,15.510823
235,46.934760,8.072173,0.244552,-0.189755,-2.106522,8.704678,-1.436564,-4.693927,15.510823
236,47.134483,8.014315,0.214751,-0.085923,-2.145616,8.576940,-1.136612,-5.342858,15.510823
237,47.334205,7.957767,0.204965,-0.014949,-2.175365,8.437097,-0.817126,-6.026046,15.510823
238,47.533927,7.902551,0.205518,0.014630,-2.196008,8.284865,-0.472398,-6.657572,15.510823
239,47.733650,7.847992,0.208978,0.018186,-2.207713,8.119899,-0.114067,-7.210886,15.510823
240,47.933372,7.793438,0.211959,0.012143,-2.210530,7.941826,0.247071,-7.698767,15.510823
241,48.133095,7.738640,0.213569,0.004596,-2.204397,7.750712,0.608846,-8.163176,15.510823
242,48.332817,7.683738,0.213702,-0.003400,-2.189181,7.546701,0.972909,-8.620376,15.510823
243,48.532539,7.628995,0.212173,-0.012741,-2.164715,7.329925,1.338850,-9.056250,15.510823
244,48.732262,7.574587,0.208749,-0.022803,-2.130799,7.100508,1.705493,-9.460919,15.510823
245,48.931984,7.520650,0.203436,-0.031978,-2.087181,6.858548,2.073686,-9.839160,15.510823
246,49.131707,7.467370,0.196515,-0.039027,-2.033557,6.604114,2.448625,-10.212614,15.510823
247,49.331429,7.415071,0.188376,-0.044675,-1.969576,6.337266,2.837258,-10.602287,15.510823
248,49.531151,7.364190,0.179047,-0.051768,-1.894864,6.058079,3.239372,-10.997711,15.510823
249,49.730874,7.315116,0.168017,-0.062381,-1.809024,5.766651,3.651046,-11.379296,15.510823
250,49.930596,7.268155,0.154537,-0.077002,-1.711623,5.463082,4.067544,-11.729582,15.510823
251,50.130318,7.223570,0.137856,-0.094636,-1.602170,5.147451,4.486457,-12.041151,15.510823
252,50.330041,7.181635,0.117514,-0.113353,-1.480092,4.819808,4.911995,-12.325008,15.510823
253,50.529763,7.142714,0.093365,-0.131876,-1.344736,4.480177,5.346849,-12.586184,15.510823
254,50.729486,7.107234,0.065531,-0.148015,-1.195365,4.128565,-2.267957,-5.834137,15.510823
255,50.929208,7.072479,0.034794,-0.158078,-1.259581,3.963376,-5.044746,-3.789319,15.510823
256,51.128930,7.034352,0.002696,-0.159687,-1.404003,3.854894,-5.024401,-4.153056,15.510823
257,51.328653,6.991758,-0.028970,-0.153526,-1.548948,3.735086,-4.985724,-4.495436,15.510823
258,51.528375,6.944729,-0.058857,-0.142874,-1.693571,3.604684,-4.915388,-4.807298,15.510823
259,51.728098,6.893226,-0.086451,-0.131510,-1.836982,3.464427,-4.806485,-5.083175,15.510823
260,51.927820,6.837165,-0.111867,-0.121342,-1.978235,3.315043,-4.661582,-5.326521,15.510823
261,52.127542,6.776517,-0.135326,-0.111817,-2.116329,3.157251,-4.484776,-5.543363,15.510823
262,52.327265,6.711342,-0.156775,-0.101385,-2.250208,2.991771,-4.275433,-5.734963,15.510823
263,52.526987,6.641749,-0.175901,-0.089084,-2.378764,2.819329,-4.030426,-5.899143,15.510823
264,52.726709,6.567854,-0.192301,-0.074709,-2.500835,2.640660,-3.741364,-6.024748,15.510823
265,52.926432,6.489660,-0.205696,-0.059789,-2.615201,2.456496,-3.403756,-6.103467,15.510823
266,53.126154,6.407079,-0.216267,-0.046588,-2.720561,2.267568,-3.024696,-6.145713,15.510823
267,53.325877,6.320172,-0.224435,-0.035479,-2.815526,2.074615,-2.608660,-6.160186,15.510823
268,53.525599,6.229166,-0.230532,-0.025697,-2.898619,1.878395,-2.157220,-6.152259,15.510823
